Solution Type,lambda,f1,f2,f3,Index in Pareto Front
Pareto Front Solution 206,7.751147511795015e-08,0.0001052011319946376,0.1759251336229205,0.20046016866394373,206
Pareto Front Solution 207,0.062259580005585534,0.901555345835167,2.741192956115932e-06,0.0007786964756506925,207
Pareto Front Solution 208,1.3967282505005972e-06,9.886316953215113e-05,0.5255090247905434,0.08966737507194047,208
Pareto Front Solution 209,0.0036101574572505344,0.3005998516997543,0.00016914733491637984,0.00321432418158311,209
Pareto Front Solution 210,6.015651566266723e-08,0.00013539475999380218,0.12109829435197743,0.17859919783811476,210
Pareto Front Solution 211,1.2923312378088356e-07,6.623003727325708e-05,0.344595458647996,0.239430001504055,211
Pareto Front Solution 212,5.348506116869225e-08,7.245473428374138e-05,0.2873619301946159,0.3325111195219311,212
Pareto Front Solution 213,2.479436601491732e-06,5.741107032330214e-05,0.9010186328013027,0.1889159994236502,213
Pareto Front Solution 214,0.15869470285931328,0.9676714881533967,3.8165109481781537e-07,0.00024579968188930776,214
Pareto Front Solution 215,0.020840648023985314,0.7293954239040624,1.701424641760735e-05,0.0019602866968484113,215
Pareto Front Solution 216,0.005419397159315303,0.40425893478189856,0.00010948518047602189,0.0033735826814571533,216
Pareto Front Solution 217,4.661824579171568e-08,5.8595586462118605e-05,0.36252648280609207,0.4184920443655745,217
Pareto Front Solution 218,1.0861806176738121e-07,0.00014201751297730826,0.10557905098477469,0.11567047499971428,218
Pareto Front Solution 219,0.18236527485847157,0.9765105127863165,2.8704932439493933e-07,0.00018707657892728382,219
Pareto Front Solution 220,0.003811726221115103,0.31818134150491884,0.0001600290203626589,0.00324126775124003,220
Pareto Front Solution 221,0.05805890637634481,0.8915714486045461,2.8671297660853053e-06,0.0008185826957419185,221
Pareto Front Solution 222,0.017322262697666464,0.6900643674757009,2.2518193159070302e-05,0.0021973631539173918,222
Pareto Front Solution 223,0.006617274469559994,0.4484341110786743,8.660623682271338e-05,0.0033331456288671385,223
Pareto Front Solution 224,3.259598334780932e-06,6.237879427028374e-05,0.9173321254503413,0.06930286030373074,224
Pareto Front Solution 225,8.580098671146827e-08,0.00010249638404776663,0.18338965038834187,0.19453778559225007,225
Pareto Front Solution 226,8.484005479893572e-08,9.051035467309145e-05,0.2160157345357647,0.21976378235506172,226
Pareto Front Solution 227,1.7612727862674832e-07,0.00017347841100828627,0.07379204168293366,0.06518927799273717,227
Pareto Front Solution 228,1.65456080380418e-07,0.000156127093576517,0.0902933721581122,0.07760047135379088,228
Pareto Front Solution 229,3.097681334368053e-07,5.4984701830570975e-05,0.5462536305729093,0.2446580420655014,229
Pareto Front Solution 230,6.020841666017897e-08,7.741234462258683e-05,0.26444209932773344,0.296250253704757,230
Pareto Front Solution 231,1.0223404225934195e-06,9.448835695827692e-05,0.4720037710581779,0.10120507427529181,231
Pareto Front Solution 232,5.209865249301488e-08,6.362079398765548e-05,0.33235000890363564,0.37418151874428285,232
Pareto Front Solution 233,2.1123627415398773e-06,7.088478647768382e-05,0.8190173022387991,0.17200627641166882,233
Pareto Front Solution 234,0.04475491436633091,0.8597182664938731,4.635698102958927e-06,0.001055006340959989,234
Pareto Front Solution 235,5.190490913124492e-08,0.0001291545359162069,0.13448116383501968,0.2065920014636875,235
Pareto Front Solution 236,0.00634402094384633,0.43873125273145724,9.255041355987049e-05,0.003379522479086612,236
Pareto Front Solution 237,0.0024657771003372122,0.22341473563974606,0.00024319970491338012,0.002645635072646005,237
Pareto Front Solution 238,8.249859343053026e-08,4.386653225540436e-05,0.4751784262818875,0.40466137876079333,238
Pareto Front Solution 239,0.0038114265191633266,0.312668839695181,0.00016276105710933745,0.003290820799004657,239
Pareto Front Solution 240,2.246835655506623e-07,4.458889752592136e-05,0.586220760248542,0.30423454586424403,240
Pareto Front Solution 241,5.91603117224618e-06,4.504497522022106e-05,0.9756231733178152,0.04869393426044167,241
Pareto Front Solution 242,0.06066671219309285,0.8963655979359065,2.6400379240467944e-06,0.0007827907512456383,242
Pareto Front Solution 243,5.832213237906979e-08,6.84374352473682e-05,0.30649114245904757,0.3337072326305831,243
Pareto Front Solution 244,7.134600882941066e-08,4.5115774493456135e-05,0.45719638129204393,0.41479720814555227,244
Pareto Front Solution 245,4.9146498450385896e-08,6.10210795058573e-05,0.3475426541492682,0.3970141551145643,245
Pareto Front Solution 246,1.0317182228024464e-07,4.654072905422933e-05,0.4679679353896628,0.3521587144497824,246
Pareto Front Solution 247,0.021433255178163788,0.7342188216184868,1.65880316220529e-05,0.0019514620811873328,247
Pareto Front Solution 248,0.24801987098272069,0.9877312188988328,1.2283585133125187e-07,9.780028301177683e-05,248
Pareto Front Solution 249,0.0011337762194838208,0.10204681441722942,0.0004476865007892387,0.0010126253138328487,249
Pareto Front Solution 250,6.415390993552596e-07,7.037797011188998e-05,0.5602309193477873,0.1756349748028747,250
Pareto Front Solution 251,1.1894869375898606e-07,6.341669488121757e-05,0.3559795097668477,0.2576046096279459,251
Pareto Front Solution 252,7.774819727454539e-08,6.397511669229368e-05,0.3331621190855486,0.3123498147427181,252
Pareto Front Solution 253,0.0013739022466079417,0.12608632853347712,0.00038623515228941374,0.0012131259993508829,253
Pareto Front Solution 254,8.326005615335871e-08,5.0883578773568535e-05,0.4196045525766904,0.3613757424274313,254
Pareto Front Solution 255,2.245578416260089e-06,7.391806651973818e-05,0.816434398538258,0.1538653655018816,255
